id,address,city,cityNum,neighborhoods,postal_code,name,rating,review_count,price_range,cateNum,category1
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
louies-superette-cambridge,26 Surrey St,Cambridge,1,,2138,Louie's Superette,3.5,13,1,0,grocery
montrose-spa-cambridge,1646 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,Montrose Spa,4,42,1,0,grocery
star-market-cambridge-3,49 White St,Cambridge,1,,2140,Star Market,3,6,2,0,grocery
the-brothers-market-cambridge,414 Cambridge St,Cambridge,1,[u'East Cambridge'],2141,The Brothers Market,3,5,1,0,grocery
city-market-cambridge,1695 Massachusetts Ave,Cambridge,1,[u'Porter Square'],2138,City Market,4.5,3,3,0,grocery
bread-and-circus-cambridge,186 Alewife Brook Pkwy,Cambridge,1,,2138,Bread & Circus,5,1,2,0,grocery
first-united-market-cambridge,271 Brookline St,Cambridge,1,,2139,First United Market,2.5,5,2,0,grocery
friendly-corner-convenience-store-cambridge,2408 Massachusetts Ave,Cambridge,1,[u'North Cambridge'],2140,Friendly Corner Convenience Store,2.5,4,1,0,grocery
pearl-street-market-cambridge,87 Pearl St,Cambridge,1,[u'Central Square'],2139,Pearl Street Market,3,7,2,0,grocery
